state,STATE,OCC_TITLE,A_MEAN
PR,Puerto Rico,Legal / Paralegal,"Administrative Law Judges, Adjudicators, and Hearing Officers"",83580



AL,Alabama,Upper Management / Consulting,Administrative Services Managers,101200
AK,Alaska,Upper Management / Consulting,Administrative Services Managers,90310
AZ,Arizona,Upper Management / Consulting,Administrative Services Managers,85730
AR,Arkansas,Upper Management / Consulting,Administrative Services Managers,75840
CA,California,Upper Management / Consulting,Administrative Services Managers,97990
CO,Colorado,Upper Management / Consulting,Administrative Services Managers,98620
CT,Connecticut,Upper Management / Consulting,Administrative Services Managers,101630
DE,Delaware,Upper Management / Consulting,Administrative Services Managers,104020
DC,District of Columbia,Upper Management / Consulting,Administrative Services Managers,104280
FL,Florida,Upper Management / Consulting,Administrative Services Managers,103630
GA,Georgia,Upper Management / Consulting,Administrative Services Managers,92060
HI,Hawaii,Upper Management / Consulting,Administrative Services Managers,67070
ID,Idaho,Upper Management / Consulting,Administrative Services Managers,77750
IL,Illinois,Upper Management / Consulting,Administrative Services Managers,75980
IN,Indiana,Upper Management / Consulting,Administrative Services Managers,77140
IA,Iowa,Upper Management / Consulting,Administrative Services Managers,74210
KS,Kansas,Upper Management / Consulting,Administrative Services Managers,81490
KY,Kentucky,Upper Management / Consulting,Administrative Services Managers,71220
LA,Louisiana,Upper Management / Consulting,Administrative Services Managers,74880
ME,Maine,Upper Management / Consulting,Administrative Services Managers,72740
MD,Maryland,Upper Management / Consulting,Administrative Services Managers,102840
MA,Massachusetts,Upper Management / Consulting,Administrative Services Managers,98120
MI,Michigan,Upper Management / Consulting,Administrative Services Managers,79160
MN,Minnesota,Upper Management / Consulting,Administrative Services Managers,85710
MS,Mississippi,Upper Management / Consulting,Administrative Services Managers,62290
MO,Missouri,Upper Management / Consulting,Administrative Services Managers,81010
MT,Montana,Upper Management / Consulting,Administrative Services Managers,71150
NE,Nebraska,Upper Management / Consulting,Administrative Services Managers,85510
NV,Nevada,Upper Management / Consulting,Administrative Services Managers,80990
NH,New Hampshire,Upper Management / Consulting,Administrative Services Managers,85000
NJ,New Jersey,Upper Management / Consulting,Administrative Services Managers,117140
NM,New Mexico,Upper Management / Consulting,Administrative Services Managers,79270
NY,New York,Upper Management / Consulting,Administrative Services Managers,117850
NC,North Carolina,Upper Management / Consulting,Administrative Services Managers,95370
ND,North Dakota,Upper Management / Consulting,Administrative Services Managers,82070
OH,Ohio,Upper Management / Consulting,Administrative Services Managers,81890
OK,Oklahoma,Upper Management / Consulting,Administrative Services Managers,70730
OR,Oregon,Upper Management / Consulting,Administrative Services Managers,77910
PA,Pennsylvania,Upper Management / Consulting,Administrative Services Managers,101060
RI,Rhode Island,Upper Management / Consulting,Administrative Services Managers,101850
SC,South Carolina,Upper Management / Consulting,Administrative Services Managers,78350
SD,South Dakota,Upper Management / Consulting,Administrative Services Managers,78680
TN,Tennessee,Upper Management / Consulting,Administrative Services Managers,74410
TX,Texas,Upper Management / Consulting,Administrative Services Managers,97900
UT,Utah,Upper Management / Consulting,Administrative Services Managers,78240
VT,Vermont,Upper Management / Consulting,Administrative Services Managers,86850
VA,Virginia,Upper Management / Consulting,Administrative Services Managers,94780
WA,Washington,Upper Management / Consulting,Administrative Services Managers,94220
WV,West Virginia,Upper Management / Consulting,Administrative Services Managers,68320
WI,Wisconsin,Upper Management / Consulting,Administrative Services Managers,91080
WY,Wyoming,Upper Management / Consulting,Administrative Services Managers,78310
GU,Guam,Upper Management / Consulting,Administrative Services Managers,50710
PR,Puerto Rico,Upper Management / Consulting,Administrative Services Managers,55000
VI,Virgin Islands,Upper Management / Consulting,Administrative Services Managers,62330

AL,Alabama,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,40440
AK,Alaska,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,44600
AZ,Arizona,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,50430
AR,Arkansas,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,42910
CA,California,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,63270
CO,Colorado,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,39710
CT,Connecticut,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,58940
DE,Delaware,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,60840
DC,District of Columbia,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,53950
FL,Florida,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,47990
GA,Georgia,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,37000
HI,Hawaii,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,43330
ID,Idaho,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,38680
IL,Illinois,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,59010
IN,Indiana,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,43470
IA,Iowa,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,42350
KS,Kansas,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,38620
KY,Kentucky,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,40550
LA,Louisiana,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,41840
ME,Maine,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,38460
MD,Maryland,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,58110
MA,Massachusetts,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,57650
MI,Michigan,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,50540
MN,Minnesota,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,48650
MS,Mississippi,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,31620
MO,Missouri,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,46600
MT,Montana,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,47750
NE,Nebraska,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,44180
NV,Nevada,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,48450
NH,New Hampshire,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,54250
NJ,New Jersey,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,59400
NM,New Mexico,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,39250
NY,New York,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,63180
NC,North Carolina,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,44270
ND,North Dakota,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,61070
OH,Ohio,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,48010
OK,Oklahoma,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,45540
OR,Oregon,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,54600
PA,Pennsylvania,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,49990
RI,Rhode Island,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,53750
SC,South Carolina,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,49270
SD,South Dakota,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,31170
TN,Tennessee,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,47570
TX,Texas,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,49290
UT,Utah,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,43140
VT,Vermont,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,53710
VA,Virginia,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,58130
WA,Washington,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,54890
WV,West Virginia,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,62030
WI,Wisconsin,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,49060
WY,Wyoming,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,49670
PR,Puerto Rico,Education / Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors,33330

AL,Alabama,Marketing / Advertising,Advertising and Promotions Managers,93350
AK,Alaska,Marketing / Advertising,Advertising and Promotions Managers,77490
AZ,Arizona,Marketing / Advertising,Advertising and Promotions Managers,84630
AR,Arkansas,Marketing / Advertising,Advertising and Promotions Managers,100770
CA,California,Marketing / Advertising,Advertising and Promotions Managers,115410
CO,Colorado,Marketing / Advertising,Advertising and Promotions Managers,131860
CT,Connecticut,Marketing / Advertising,Advertising and Promotions Managers,123750
DE,Delaware,Marketing / Advertising,Advertising and Promotions Managers,146040
DC,District of Columbia,Marketing / Advertising,Advertising and Promotions Managers,105610
FL,Florida,Marketing / Advertising,Advertising and Promotions Managers,112700
GA,Georgia,Marketing / Advertising,Advertising and Promotions Managers,91530
HI,Hawaii,Marketing / Advertising,Advertising and Promotions Managers,79550
ID,Idaho,Marketing / Advertising,Advertising and Promotions Managers,57890
IL,Illinois,Marketing / Advertising,Advertising and Promotions Managers,116430
IN,Indiana,Marketing / Advertising,Advertising and Promotions Managers,78130
IA,Iowa,Marketing / Advertising,Advertising and Promotions Managers,78540
KS,Kansas,Marketing / Advertising,Advertising and Promotions Managers,78490
KY,Kentucky,Marketing / Advertising,Advertising and Promotions Managers,73400
LA,Louisiana,Marketing / Advertising,Advertising and Promotions Managers,65550
ME,Maine,Marketing / Advertising,Advertising and Promotions Managers,81770
MD,Maryland,Marketing / Advertising,Advertising and Promotions Managers,115590
MA,Massachusetts,Marketing / Advertising,Advertising and Promotions Managers,120920
MI,Michigan,Marketing / Advertising,Advertising and Promotions Managers,113340
MN,Minnesota,Marketing / Advertising,Advertising and Promotions Managers,108750
MS,Mississippi,Marketing / Advertising,Advertising and Promotions Managers,59720
MO,Missouri,Marketing / Advertising,Advertising and Promotions Managers,99320
MT,Montana,Marketing / Advertising,Advertising and Promotions Managers,68800
NE,Nebraska,Marketing / Advertising,Advertising and Promotions Managers,85540
NV,Nevada,Marketing / Advertising,Advertising and Promotions Managers,85710
NH,New Hampshire,Marketing / Advertising,Advertising and Promotions Managers,88980
NJ,New Jersey,Marketing / Advertising,Advertising and Promotions Managers,135680
NM,New Mexico,Marketing / Advertising,Advertising and Promotions Managers,72460
NY,New York,Marketing / Advertising,Advertising and Promotions Managers,172720
NC,North Carolina,Marketing / Advertising,Advertising and Promotions Managers,105910
ND,North Dakota,Marketing / Advertising,Advertising and Promotions Managers,83290
OH,Ohio,Marketing / Advertising,Advertising and Promotions Managers,99240
OK,Oklahoma,Marketing / Advertising,Advertising and Promotions Managers,66030
OR,Oregon,Marketing / Advertising,Advertising and Promotions Managers,76110
PA,Pennsylvania,Marketing / Advertising,Advertising and Promotions Managers,144420
RI,Rhode Island,Marketing / Advertising,Advertising and Promotions Managers,92340
SC,South Carolina,Marketing / Advertising,Advertising and Promotions Managers,88300
TN,Tennessee,Marketing / Advertising,Advertising and Promotions Managers,80560
TX,Texas,Marketing / Advertising,Advertising and Promotions Managers,100050
UT,Utah,Marketing / Advertising,Advertising and Promotions Managers,82230
VT,Vermont,Marketing / Advertising,Advertising and Promotions Managers,102460
VA,Virginia,Marketing / Advertising,Advertising and Promotions Managers,114210
WA,Washington,Marketing / Advertising,Advertising and Promotions Managers,114430
WV,West Virginia,Marketing / Advertising,Advertising and Promotions Managers,66500
WI,Wisconsin,Marketing / Advertising,Advertising and Promotions Managers,94200
GU,Guam,Marketing / Advertising,Advertising and Promotions Managers,57310
PR,Puerto Rico,Marketing / Advertising,Advertising and Promotions Managers,66190

AL,Alabama,Marketing / Advertising,Advertising Sales Agents,43760
AK,Alaska,Marketing / Advertising,Advertising Sales Agents,49710
AZ,Arizona,Marketing / Advertising,Advertising Sales Agents,53680
AR,Arkansas,Marketing / Advertising,Advertising Sales Agents,46470
CA,California,Marketing / Advertising,Advertising Sales Agents,71950
CO,Colorado,Marketing / Advertising,Advertising Sales Agents,69320
CT,Connecticut,Marketing / Advertising,Advertising Sales Agents,60380
DE,Delaware,Marketing / Advertising,Advertising Sales Agents,48970
DC,District of Columbia,Marketing / Advertising,Advertising Sales Agents,59410
FL,Florida,Marketing / Advertising,Advertising Sales Agents,52260
GA,Georgia,Marketing / Advertising,Advertising Sales Agents,72320
HI,Hawaii,Marketing / Advertising,Advertising Sales Agents,52010
ID,Idaho,Marketing / Advertising,Advertising Sales Agents,38390
IL,Illinois,Marketing / Advertising,Advertising Sales Agents,59460
IN,Indiana,Marketing / Advertising,Advertising Sales Agents,50430
IA,Iowa,Marketing / Advertising,Advertising Sales Agents,48650
KS,Kansas,Marketing / Advertising,Advertising Sales Agents,52080
KY,Kentucky,Marketing / Advertising,Advertising Sales Agents,43650
LA,Louisiana,Marketing / Advertising,Advertising Sales Agents,38530
ME,Maine,Marketing / Advertising,Advertising Sales Agents,44100
MD,Maryland,Marketing / Advertising,Advertising Sales Agents,61650
MA,Massachusetts,Marketing / Advertising,Advertising Sales Agents,69710
MI,Michigan,Marketing / Advertising,Advertising Sales Agents,53320
MN,Minnesota,Marketing / Advertising,Advertising Sales Agents,57840
MS,Mississippi,Marketing / Advertising,Advertising Sales Agents,39320
MO,Missouri,Marketing / Advertising,Advertising Sales Agents,43740
MT,Montana,Marketing / Advertising,Advertising Sales Agents,38400
NE,Nebraska,Marketing / Advertising,Advertising Sales Agents,49030
NV,Nevada,Marketing / Advertising,Advertising Sales Agents,60480
NH,New Hampshire,Marketing / Advertising,Advertising Sales Agents,63660
NJ,New Jersey,Marketing / Advertising,Advertising Sales Agents,63900
NM,New Mexico,Marketing / Advertising,Advertising Sales Agents,40800
NY,New York,Marketing / Advertising,Advertising Sales Agents,83430
NC,North Carolina,Marketing / Advertising,Advertising Sales Agents,52020
ND,North Dakota,Marketing / Advertising,Advertising Sales Agents,44060
OH,Ohio,Marketing / Advertising,Advertising Sales Agents,45410
OK,Oklahoma,Marketing / Advertising,Advertising Sales Agents,48960
OR,Oregon,Marketing / Advertising,Advertising Sales Agents,51520
PA,Pennsylvania,Marketing / Advertising,Advertising Sales Agents,57770
RI,Rhode Island,Marketing / Advertising,Advertising Sales Agents,46050
SC,South Carolina,Marketing / Advertising,Advertising Sales Agents,41570
SD,South Dakota,Marketing / Advertising,Advertising Sales Agents,46300
TN,Tennessee,Marketing / Advertising,Advertising Sales Agents,39130
TX,Texas,Marketing / Advertising,Advertising Sales Agents,53530
UT,Utah,Marketing / Advertising,Advertising Sales Agents,59280
VT,Vermont,Marketing / Advertising,Advertising Sales Agents,52760
VA,Virginia,Marketing / Advertising,Advertising Sales Agents,58910
WA,Washington,Marketing / Advertising,Advertising Sales Agents,52300
WV,West Virginia,Marketing / Advertising,Advertising Sales Agents,33280
WI,Wisconsin,Marketing / Advertising,Advertising Sales Agents,47920
WY,Wyoming,Marketing / Advertising,Advertising Sales Agents,35890
GU,Guam,Marketing / Advertising,Advertising Sales Agents,27550
PR,Puerto Rico,Marketing / Advertising,Advertising Sales Agents,37710

AL,Alabama,Engineering / Architecture,Aerospace Engineering and Operations Technicians,58790
AZ,Arizona,Engineering / Architecture,Aerospace Engineering and Operations Technicians,50570
CA,California,Engineering / Architecture,Aerospace Engineering and Operations Technicians,71390
CO,Colorado,Engineering / Architecture,Aerospace Engineering and Operations Technicians,74160
CT,Connecticut,Engineering / Architecture,Aerospace Engineering and Operations Technicians,73680
DC,District of Columbia,Engineering / Architecture,Aerospace Engineering and Operations Technicians,62850
FL,Florida,Engineering / Architecture,Aerospace Engineering and Operations Technicians,58690
GA,Georgia,Engineering / Architecture,Aerospace Engineering and Operations Technicians,66240
IL,Illinois,Engineering / Architecture,Aerospace Engineering and Operations Technicians,51690
IA,Iowa,Engineering / Architecture,Aerospace Engineering and Operations Technicians,60190
KS,Kansas,Engineering / Architecture,Aerospace Engineering and Operations Technicians,70770
KY,Kentucky,Engineering / Architecture,Aerospace Engineering and Operations Technicians,66720
LA,Louisiana,Engineering / Architecture,Aerospace Engineering and Operations Technicians,68780
MD,Maryland,Engineering / Architecture,Aerospace Engineering and Operations Technicians,63100
MI,Michigan,Engineering / Architecture,Aerospace Engineering and Operations Technicians,63210
MN,Minnesota,Engineering / Architecture,Aerospace Engineering and Operations Technicians,59490
NJ,New Jersey,Engineering / Architecture,Aerospace Engineering and Operations Technicians,58540
NM,New Mexico,Engineering / Architecture,Aerospace Engineering and Operations Technicians,62040
NC,North Carolina,Engineering / Architecture,Aerospace Engineering and Operations Technicians,61840
ND,North Dakota,Engineering / Architecture,Aerospace Engineering and Operations Technicians,57900
OH,Ohio,Engineering / Architecture,Aerospace Engineering and Operations Technicians,66420
OR,Oregon,Engineering / Architecture,Aerospace Engineering and Operations Technicians,61700
PA,Pennsylvania,Engineering / Architecture,Aerospace Engineering and Operations Technicians,51270
TN,Tennessee,Engineering / Architecture,Aerospace Engineering and Operations Technicians,0
TX,Texas,Engineering / Architecture,Aerospace Engineering and Operations Technicians,61260
UT,Utah,Engineering / Architecture,Aerospace Engineering and Operations Technicians,66600
VA,Virginia,Engineering / Architecture,Aerospace Engineering and Operations Technicians,59410

AL,Alabama,Engineering / Architecture,Aerospace Engineers,106240
AK,Alaska,Engineering / Architecture,Aerospace Engineers,87510
AZ,Arizona,Engineering / Architecture,Aerospace Engineers,85550
CA,California,Engineering / Architecture,Aerospace Engineers,112810
CO,Colorado,Engineering / Architecture,Aerospace Engineers,123010
CT,Connecticut,Engineering / Architecture,Aerospace Engineers,100900
DE,Delaware,Engineering / Architecture,Aerospace Engineers,95390
DC,District of Columbia,Engineering / Architecture,Aerospace Engineers,123770
FL,Florida,Engineering / Architecture,Aerospace Engineers,97860
GA,Georgia,Engineering / Architecture,Aerospace Engineers,104840
IL,Illinois,Engineering / Architecture,Aerospace Engineers,101170
IN,Indiana,Engineering / Architecture,Aerospace Engineers,82570
IA,Iowa,Engineering / Architecture,Aerospace Engineers,105660
KS,Kansas,Engineering / Architecture,Aerospace Engineers,99280
KY,Kentucky,Engineering / Architecture,Aerospace Engineers,99680
LA,Louisiana,Engineering / Architecture,Aerospace Engineers,99150
MD,Maryland,Engineering / Architecture,Aerospace Engineers,120460
MA,Massachusetts,Engineering / Architecture,Aerospace Engineers,109830
MI,Michigan,Engineering / Architecture,Aerospace Engineers,91550
MN,Minnesota,Engineering / Architecture,Aerospace Engineers,98930
MS,Mississippi,Engineering / Architecture,Aerospace Engineers,94670
NE,Nebraska,Engineering / Architecture,Aerospace Engineers,92080
NV,Nevada,Engineering / Architecture,Aerospace Engineers,83980
NH,New Hampshire,Engineering / Architecture,Aerospace Engineers,93940
NJ,New Jersey,Engineering / Architecture,Aerospace Engineers,112800
NM,New Mexico,Engineering / Architecture,Aerospace Engineers,94870
NY,New York,Engineering / Architecture,Aerospace Engineers,110420
NC,North Carolina,Engineering / Architecture,Aerospace Engineers,92200
OH,Ohio,Engineering / Architecture,Aerospace Engineers,100380
OK,Oklahoma,Engineering / Architecture,Aerospace Engineers,91890
OR,Oregon,Engineering / Architecture,Aerospace Engineers,90580
PA,Pennsylvania,Engineering / Architecture,Aerospace Engineers,98940
SC,South Carolina,Engineering / Architecture,Aerospace Engineers,91140
TN,Tennessee,Engineering / Architecture,Aerospace Engineers,87950
TX,Texas,Engineering / Architecture,Aerospace Engineers,109170
UT,Utah,Engineering / Architecture,Aerospace Engineers,76230
VA,Virginia,Engineering / Architecture,Aerospace Engineers,126320
WA,Washington,Engineering / Architecture,Aerospace Engineers,108850
WI,Wisconsin,Engineering / Architecture,Aerospace Engineers,105070

AL,Alabama,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",63320
AZ,Arizona,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",0
CA,California,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",126330
CO,Colorado,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",76420
CT,Connecticut,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",92480
FL,Florida,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",50840
GA,Georgia,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",46070
IL,Illinois,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",71870
IN,Indiana,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",81820
KS,Kansas,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",61320
LA,Louisiana,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",59200
MD,Maryland,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",56090
MA,Massachusetts,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",106060
MI,Michigan,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",61320
MN,Minnesota,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",0
MO,Missouri,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",77680
MT,Montana,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",0
NV,Nevada,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",113260
NJ,New Jersey,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",80300
NM,New Mexico,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",64180
NY,New York,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",105450
NC,North Carolina,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",72240
OH,Ohio,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",74020
OK,Oklahoma,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",40710
OR,Oregon,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",56200
PA,Pennsylvania,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",69180
SC,South Carolina,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",40130
TN,Tennessee,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",69680
TX,Texas,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",72180
UT,Utah,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",43640
VT,Vermont,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",52370
VA,Virginia,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",92130
WA,Washington,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",36540
WI,Wisconsin,Upper Management / Consulting,"Agents and Business Managers of Artists, Performers, and Athletes",0

AL,Alabama,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,43670
AZ,Arizona,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,31180
AR,Arkansas,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,34010
CA,California,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,36080
CO,Colorado,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,37440
DE,Delaware,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,37220
FL,Florida,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,35250
GA,Georgia,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,35300
ID,Idaho,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,33500
IL,Illinois,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,42410
IN,Indiana,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,35790
IA,Iowa,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,33650
KS,Kansas,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,35790
KY,Kentucky,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,32050
LA,Louisiana,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,32380
ME,Maine,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,32830
MD,Maryland,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,44750
MA,Massachusetts,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,43860
MI,Michigan,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,37900
MN,Minnesota,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,39560
MS,Mississippi,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,33120
MO,Missouri,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,41680
MT,Montana,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,42300
NE,Nebraska,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,36550
NH,New Hampshire,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,42480
NJ,New Jersey,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,43980
NM,New Mexico,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,49310
NY,New York,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,51790
NC,North Carolina,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,33670
ND,North Dakota,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,37890
OH,Ohio,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,37910
OK,Oklahoma,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,33630
OR,Oregon,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,39790
PA,Pennsylvania,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,40940
SC,South Carolina,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,40030
SD,South Dakota,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,28310
TN,Tennessee,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,32550
TX,Texas,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,32560
UT,Utah,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,36190
VT,Vermont,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians,41160
